LEV,CD,DSCR_GR
6,71212401,"Πετράδες,οι"
6,71212501,"Ποιμενικόν,το"
6,71212601,"Πραγγίον,το"
6,71212701,"Πρωτοκκλήσιον,το"
6,71212702,"Αγριάνη,η"
6,71212801,"Πύθιον,το"
6,71212802,"Ρήγιον,το"
6,71212803,"Σταθμός,ο"
6,71212901,"Σιτοχώριον,το"
6,71300101,"Ορεστιάς,η"
6,71300102,"Λεπτή,η"
6,71300103,"Νέος Πύργος,ο"
6,71300104,"Παλαιά Σαγήνη,η"
6,71300105,"Σάκκος,ο"
6,71310101,"Αμπελάκια,τα"
6,71310201,"'Aρζος,ο"
6,71310202,"Καναδάς,ο"
6,71310301,"Βάλτος,ο"
6,71310401,"Δίκαια,τα"
6,71310402,"Δίλοφος,ο"
6,71310403,"Κριός,ο"
6,71310404,"Πάλλη,η"
6,71310501,"Ελαία,η"
6,71310601,"Ζώνη,η"
6,71310602,"Μικρά Δοξιπάρα,η"
6,71310603,"Χελιδών,η"
6,71310701,"Καβύλη,η"
6,71310801,"Καστανέαι,αι"
6,71310901,"Κόμαρα,τα"
6,71311001,"Κυπρίνος,ο"
6,71311002,"Γαλήνη,η"
6,71311003,"Θεραπειόν,το"
6,71311004,"Μηλέα,η"
6,71311101,"Μαράσια,τα"
6,71311201,"Μεγάλη Δοξιπάρα,η"
6,71311301,"Νέα Βύσσα,η"
6,71311401,"Νέον Χειμώνιον,το"
6,71311501,"Νεοχώριον,το"
6,71311502,"Παταγή,η"
6,71311601,"Ορμένιον,το"
6,71311701,"Πεντάλοφος,ο"
6,71311801,"Πετρωτά,τα"
6,71311901,"Πλάτη,η"
6,71312001,"Πτελέα,η"
6,71312101,"Ρίζια,τα"
6,71312201,"Σπήλαιον,το"
6,71312301,"Στέρνα,η"
6,71312401,"Φυλάκιον,το"
6,71312402,"Αμμόβουνον,το"
6,71312403,"Κέραμος,ο"
6,71312501,"Χανδράς,ο"
6,71400101,"Σαμοθράκη,η"
6,71400102,"Αλώνια,τα"
6,71400103,"'Aνω Καρυώται,οι"
6,71400104,"Δάφνες,οι"
6,71400105,"Θέρμα,τα"
6,71400106,"Καμαριώτισσα,η"
6,71400107,"Καστέλλιον,το"
6,71400108,"Κατσαμπάς,ο"
6,71400109,"Κάτω Καρυώται,οι"
6,71400110,"Λάκκωμα,το"
6,71400111,"Μακρυλιές,οι"
6,71400112,"Μνημόρια,τα"
6,71400113,"Ξηροπόταμος,ο"
6,71400114,"Παλαιόπολις,η"
6,71400115,"Προφήτης Ηλίας,ο"
6,71400116,"Ρεμπουτσάδικα,τα"
6,71500101,"Σουφλίον,το"
6,71500102,"Γιαννούλη,η"
6,71500103,"Σιδηρώ,η"
6,71500201,"Τυχερόν,το"
6,71500202,"Φυλακτόν,το"
6,71510101,"Δαδιά,η"
6,71510102,"Κοτρωνιά,η"
6,71510103,"Μονή Δαδιάς,η"
6,71510201,"Κορνοφωλεά,η"
6,71510202,"Μονή Κορνοφωλεάς,η"
6,71510301,"Λαγυνά,τα"
6,71510401,"Λευκίμμη,η"
6,71510501,"Λυκόφως,το"
6,71510502,"Δροσιά,η"
6,71510601,"Λύρα,η"
6,71510701,"Πέπλος,ο"
6,71510702,"Βρυσούλα,η"
6,71510703,"Γεμιστή,η"
6,71510704,"Κήποι,οι"
6,71510801,"Προβατών,ο"
6,71510802,"Θυμαριά,η"
6,71510803,"Ταύρη,η"
6,71510901,"Τριφύλλιον,το"
6,71510902,"Ιτέα,η"
6,72100101,"Ξάνθη,η"
6,72100102,"Δροσερόν,το"
6,72100103,"Μονή Ταξιαρχών,η"
6,72100104,"Χρύσα,η"
6,72100201,"Σταυρούπολις,η"
6,72100202,"Καλλιθέα,η"
6,72100203,"Λυκοδρόμιον,το"
6,72100204,"Μαργαρίτιον,το"
6,72110101,"'Aβατον,το"
6,72110201,"'Aβδηρα,τα"
6,72110202,"Βελόνη,η"
6,72110203,"Γκιώνα,η"
6,72110204,"Λεύκιππος,ο"
6,72110205,"Παιδικαί Κατασκηνώσεις,αι"
6,72110206,"Πεζούλα,η"
6,72110207,"Πρωταγόρας,ο"
6,72110301,"Γαλάνη,η"
6,72110401,"Γενισέα,η"
6,72110402,"Βαφαίικα,τα"
6,72110501,"Γέρακας,ο"
6,72110502,"Ισαία,η"
6,72110503,"Μέγα Εύμοιρον,το"
6,72110504,"Ορεστινή,η"
6,72110505,"Πίλημα,το"
6,72110601,"Δαφνών,ο"
6,72110701,"Διομήδεια,η"
6,72110702,"Αυξεντίου,ο"
6,72110703,"Νέος Ζυγός,ο"
6,72110704,"Παλαιόν Κατράμιον,το"
6,72110705,"Παλαιός Ζυγός,ο"
6,72110706,"Πετεινός,ο"
6,72110707,"Τέκτων,ο"
6,72110708,"Φελώνη,η"
6,72110801,"Εξοχή,η"
6,72110802,"Βανιάνον,το"
6,72110803,"Γκιζέλα,η"
6,72110804,"Δάφνη,η"
6,72110805,"Κοσσός,ο"
6,72110806,"Κυψέλη,η"
6,72110807,"Μέλισσα,η"
6,72110808,"Νέα Αμισός,η"
6,72110901,"Νέον Εράσμιον,το"
6,72110902,"Δασοχώριον,το"
6,72110903,"Παλαιόν Εράσμιον,το"
6,72110904,"Ραδιοσταθμός,ο"
6,72111001,"Εύλαλον,το"
6,72111002,"Δέκαρχον,το"
6,72111003,"Ηλιοκέντημα,το"
6,72111004,"Κρεμαστή,η"
6,72111005,"Κύρνος,ο"
6,72111006,"Μικροχώριον,το"
6,72111007,"Ορφανόν,το"
6,72111008,"Παλαιόν Όλβιον,το"
6,72111101,"Εύμοιρον,το"
6,72111102,"Λαμπρινόν,το"
6,72111103,"Λεύκη,η"
6,72111104,"Νέα Μορσίνη,η"
6,72111105,"Παλαιά Μορσίνη,η"
6,72111106,"Πετροχώριον,το"
6,72111201,"Εχίνος,ο"
6,72111202,"Μελίβοια,η"
6,72111301,"Θέρμαι,αι"
6,72111302,"'Aνω Θέρμαι,αι"
6,72111303,"Διάσπαρτον,το"
6,72111304,"Ιαματικαί Πηγαί,αι"
6,72111305,"Κίδαρις,η"
6,72111306,"Κοττάνη,η"
6,72111307,"Μέδουσα,η"
6,72111308,"Μέσαι Θέρμαι,αι"
6,72111401,"'Aνω Καρυόφυτον,το"
6,72111402,"Καστανίτης,ο"
6,72111403,"Κάτω Καρυόφυτον,το"
6,72111404,"Λειβαδίτης,ο"
6,72111501,"Κιμμέρια,τα"
6,72111502,"Αλικοχώριον,το"
6,72111503,"Ανθηρόν,το"
6,72111504,"'Aσκυρα,τα"
6,72111505,"Γιαλιστερόν,το"
6,72111506,"Έρανος,ο"
6,72111507,"Κετίκιον,το"
6,72111508,"Λιβάδιον,το"
6,72111509,"Παλαιά Δεξαμενή,η"
6,72111510,"Πελεκητόν,το"
6,72111511,"Πόρτα,η"
6,72111512,"Πριόνιον,το"
6,72111513,"Υδροχώριον,το"
6,72111601,"Κομνηνά,τα"
6,72111602,"Υδραγωγείο,το"
6,72111701,"Κοτύλη,η"
6,72111702,"Αιμόνιον,το"
6,72111703,"Δημάριον,το"
6,72111704,"Πάχνη,η"
6,72111801,"Κουτσόν,το"
6,72111802,"Συδινή,η"
6,72111901,"Μάγγανα,τα"
6,72112001,"Μαγικόν,το"
6,72112002,"Αλκυόνη,η"
6,72112101,"Μάνδρα,η"
6,72112201,"Μύκη,η"
6,72112202,"Αιώρα,η"
6,72112203,"'Aλμα,το"
6,72112204,"'Aνω Κίρρα,η"
6,72112205,"Αχλαδιά,η"
6,72112206,"Γλαύκη,η"
6,72112207,"Γοργόνα,η"
6,72112208,"Διάφορον,το"
6,72112209,"Ζουμπούλιον,το"
6,72112210,"Καπνόανθος,ο"
6,72112211,"Κένταυρος,ο"
6,72112212,"Κίρρα,η"
6,72112213,"Κορυφή,η"
6,72112214,"Κότινον,το"
6,72112215,"Πύργος,ο"
6,72112216,"Κουτσομύτης,ο"
6,72112217,"Κρανιά,η"
6,72112218,"Μάνταινα,η"
6,72112219,"Όασις,η"
6,72112220,"Πανέριον,το"
6,72112221,"Προσήλιον,το"
6,72112222,"Ράχη,η"
6,72112223,"Σιρόκον,το"
6,72112224,"Σμίνθη,η"
6,72112225,"Σούλα,η"
6,72112226,"Στήριγμα,το"
6,72112227,"Τρίγωνο,το"
6,72112228,"Χρυσόν,το"
6,72112301,"Μυρωδάτον,το"
6,72112302,"Ερωδιός,ο"
6,72112401,"Νέα Κεσσάνη,η"
6,72112402,"Λάγος,ο"
6,72112403,"Λουτρά Ποταμιάς,τα"
6,72112404,"Ποταμιά,η"
6,72112501,"Ιωνικόν,το"
6,72112502,"Καλύβα,η"
6,72112503,"Κάτω Ιωνικόν,το"
6,72112504,"Νεοχώριον,το"
6,72112505,"Σιδηρόπετρα,η"
6,72112506,"Σταυροχώριον,το"
6,72112601,"Όλβιον,το"
6,72112701,"Πασχαλιά,η"
6,72112702,"Δρυμιά,η"
6,72112703,"Μυρτούσσα,η"
6,72112704,"Χαλέπιον,το"
6,72112801,"Πηγάδια,τα"
6,72112901,"Πολύσιτος,ο (τ.Πολύσιτον,το)"
6,72113001,"Σάτραι,αι"
6,72113002,"Ακραίος,ο"
6,72113003,"Γιδότοπος,ο"
6,72113004,"Δουργούτιον,το"
6,72113005,"Καλότυχον,το"
6,72113006,"Κούνδουρος,ο"
6,72113007,"Λυκότοπος,ο"
6,72113008,"Πολύσκιον,το"
6,72113009,"Ποταμοχώριον,το"
6,72113010,"Ρεματιά,η"
6,72113011,"Τέμενος,το"
6,72113012,"Τσαλαπετεινός,ο"
6,72113101,"Σέλερον,το"
6,72113102,"'Aκαρπον,το"
6,72113103,"'Aνω Πολύσιτον,το"
6,72113104,"Βελοχώριον,το"
6,72113105,"Γρήγορον,το"
6,72113106,"Λευκόπετρα,η"
6,72113107,"Ρύμη,η"
6,72113108,"Σήμαντρα,τα"
6,72113109,"Φίλια,τα"
6,72113201,"Σέλινον,το"
6,72113301,"Σούνιον,το"
6,72113401,"Τοξόται,οι"
6,72113402,"'Aγιος Αθανάσιος,ο"
6,72113403,"Θαλασσιά,η"
6,72113404,"Κοσμητή,η"
6,72113405,"Μέγα Τύμπανον,το"
6,72113406,"Μικρόν Τύμπανον,το"
6,72113407,"Ποίμνη,η"
6,72113408,"Σεμέλη,η"
6,72113501,"Ωραίον,το"
6,72113502,"Βασιλοχώριον,το"
6,72113503,"Θεοτόκος,η"
6,72113504,"Κύκνος,ο"
6,72113505,"Ρεύμα,το"
6,72113506,"Σταμάτιον,το"
6,73100101,"Κομοτηνή,η"
6,73100102,"Ήφαιστος,ο"
6,73100103,"Μέγα Κρανοβούνιον,το"
6,73100104,"Μεσοχώριον,το"
6,73100105,"Μικρόν Κρανοβούνιον,το"
6,73100106,"Παραδημή,η"
6,73100107,"Υφανταί,οι"
6,73110101,"'Aγιοι Θεόδωροι,οι"
6,73110201,"Αίγειρος,η"
6,73110202,"Αγροτικόν Ορφανοτροφείον,το"
6,73110203,"Μεσσούνη,η"
6,73110301,"Αμαξάδες,οι"
6,73110302,"'Aνω Αμαξάδες,οι"
6,73110303,"Κατσίκα,η"
6,73110304,"Μοναχοί,οι"
6,73110401,"Αμάραντα,τα"
6,73110402,"Βάκος,ο"
6,73110403,"Ίσαλον,το"
6,73110404,"Καλλιθέα,η"
6,73110405,"Πάμφορον,το"
6,73110501,"Αμβροσία,η"
6,73110502,"Καλλίστη,η"
6,73110503,"Μικρόν Παλλάδιον,το"
6,73110504,"Παλλάδιον,το"
6,73110601,"Αγίασμα,το"
6,73110602,"Ασώματοι,οι"
6,73110603,"Δύμη,η"
6,73110604,"Θάμνα,τα"
6,73110605,"Ρίζωμα,το"
6,73110606,"Φωλέα,η"
6,73110701,"Γρατινή,η"
6,73110702,"'Aνω Δροσινή,η"
6,73110703,"Αρδεία,η"
6,73110704,"Δρύμη,η"
6,73110705,"Κάτω Δροσινή,η"
6,73110706,"Λαμπρόν,το"
6,73110707,"Νέον Καλλυντήριον,το"
6,73110708,"Ομηρικόν,το"
6,73110709,"Πατερμά,τα"
6,73110710,"Σιδηράδες,οι"
6,73110711,"Στυλάριον,το"
6,73110801,"Θρυλόριον,το"
6,73110802,"Ροδίτης,ο"
6,73110803,"Φύλακας,ο"
6,73110901,"Ίασμος,ο"
6,73110902,"Αστραία,η"
6,73110903,"Γαλήνη,η"
6,73110904,"Διαλαμπή,η"
6,73110905,"Εύθυμον,το"
6,73110906,"Ιππικόν,το"
6,73110907,"Κοπτερόν,το"
6,73110908,"Μελίταινα,η"
6,73110909,"Μωσαϊκόν,το"
6,73110910,"Πολύαρνον,το"
6,73110911,"Ταγγαίον,το"
6,73110912,"Τάλης,ο"
6,73111001,"Ίμερος,ο"
6,73111101,"Κάλχας,ο"
6,73111102,"Ιάμπολις,η"
6,73111103,"Μεγάλη 'Aδα,η"
6,73111104,"Μύτικας,ο"
6,73111105,"Σαρακηνή,η"
6,73111106,"Τυχηρόν,το"
6,73111201,"Καρυδιά,η"
6,73111301,"Κόσμιον,το"
6,73111302,"Ιτέα,η"
6,73111303,"Κηκίδιον,το"
6,73111304,"Μέγα Δουκάτον,το"
6,73111401,"Μαρώνεια,η"
6,73111402,"'Aγιος Χαράλαμπος,ο"
6,73111403,"'Aνω Ασκηταί,οι"
6,73111404,"Ασκηταί,οι"
6,73111405,"Πλατανίτης,ο"
6,73111501,"Μέση,η"
6,73111502,"Αρωγή,η"
6,73111503,"Γλυφάδα,η"
6,73111504,"Παγούρια,τα"
6,73111505,"Παραλία Μέσης,η"
6,73111506,"Πόρπη,η"
6,73111601,"Μίρανα,τα"
6,73111602,"Βέννα,η"
6,73111603,"Σαλμώνη,η"
6,73111604,"Σταθμός Βέννας,ο"
6,73111701,"Νέα Καλλίστη,η"
6,73111801,"Νέον Σιδηροχώριον,το"
6,73111802,"Αδριανή,η"
6,73111803,"Καλαμόκαστρον,το"
6,73111804,"Μαυρομμάτιον,το"
6,73111805,"Μικρόν Δουκάτον,το"
6,73111901,"Ξυλαγανή,η"
6,73111902,"Εργάνη,η"
6,73111903,"Νέα Πέτρα,η"
6,73112001,"Οργάνη,η"
6,73112002,"'Aνω Κάρδαμος,ο"
6,73112003,"Βυρσίνη,η"
6,73112004,"Δρανιά,η"
6,73112005,"Καλύβια,τα"
6,73112006,"Κάρδαμος,ο"
6,73112007,"Κάτω Βυρσίνη,η"
6,73112008,"Κόβαλον,το"
6,73112009,"Κύμη,η"
6,73112010,"Μυρτίσκη,η"
6,73112011,"Σμιγάδα,η"
6,73112101,"Πάνδροσος,η"
6,73112102,"Νυμφαία,η"
6,73112103,"Σύμβολα,τα"
6,73112201,"Πελαγία,η"
6,73112301,"Πολύανθον,το"
6,73112302,"Διχάλα,η"
6,73112303,"Κάβος,ο"
6,73112304,"Κρυστάλλη,η"
6,73112305,"Σήμα,το"
6,73112306,"Τρίκορφον,το"
6,73112401,"Προσκυνηταί,οι"
6,73112402,"Αλκυών,η"
6,73112403,"Λεύκες,οι"
6,73112404,"Οχυρόν,το"
6,73112405,"Προφήτης Ηλίας,ο"
6,73112501,"Σάλπη,η"
6,73112502,"Γλυκονέριον,το"
6,73112601,"Σώστης,ο"
6,73112602,"Κερασέα,η"
6,73112603,"Ληνός,ο"
6,73112604,"Μέγα Πιστόν,το"
6,73112605,"Μελέτη,η"
6,73112606,"Μίσχος,ο"
6,73112701,"Φανάριον,το"
6,73200101,"Σάπαι,οι"
6,73200102,"Αετοκορυφή,η"
6,73200103,"Αρσάκειον,το"
6,73200104,"Βέλκιον,το"
6,73200105,"Κασσιτερά,τα"
6,73200106,"Πρωτάτον,το"
6,73200107,"Τσιφλίκιον,το"
6,73200108,"Χαμηλόν,το"
6,73210101,"'Aρατος,ο"
6,73210102,"Ανθοχώριον,το"
6,73210103,"Βραγιά,η"
6,73210201,"Αρίσβη,η"
6,73210202,"Αμφία,τα"
6,73210203,"Αρχοντικά,τα"
6,73210204,"Πάσσος,ο"
6,73210301,"Αρριανά,τα"
6,73210302,"Αγιοχώριον,το"
6,73210303,"Εβρινός,ο"
6,73210304,"Ιάσιον,το"
6,73210305,"Κιζάριον,το"
6,73210306,"Κίνυρα,τα"
6,73210307,"Λύκειον,το"
6,73210308,"Μικρόν Πιστόν,το"
6,73210309,"Μύστακας,ο"
6,73210310,"Νέδα,η"
6,73210311,"Νικηταί,οι"
6,73210312,"Πλαγιά,η"
6,73210313,"Στροφή,η"
6,73210401,"Κέχρος,ο"
6,73210402,"'Aνω Καμπή,η"
6,73210403,"Βούρλα,τα"
6,73210404,"Κάμπος,ο"
6,73210405,"Κάτω Καμπή,η"
6,73210406,"Κερασιά,η"
6,73210407,"Μικρός Κέχρος,ο"
6,73210408,"Μοναστήριον,το"
6,73210409,"Τσούκκα,η"
6,73210410,"Χαμηλόν,το"
6,73210411,"Χαράδρα,η"
6,73210412,"Χλόη,η"
6,73210501,"Κρωβύλη,η"
6,73210502,"Παλαιά Κρωβύλη,η"
6,73210503,"Πετρωτά,τα"
6,73210601,"Λοφάριον,το"
6,73210602,"Αετόλοφος,ο"
6,73210701,"Νέα Σάντα,η"
6,73210702,"Ήπιον,το"
6,73210801,"Στρύμη,η"
6,73210802,"Διώνη,η"
6,73210901,"Φιλλύρα,η"
6,73210902,"'Aγρα,η"
6,73210903,"Δαρμένη,η"
6,73210904,"Δειλινά,τα"
6,73210905,"Δοκός,η"
6,73210906,"Δροσιά,η"
6,73210907,"Εσοχή,η"
6,73210908,"Νεύρα,τα"
6,73210909,"Ραγάδα,η"
6,73210910,"Σκάλωμα,το"
6,73210911,"Σκιάδα,η"
6,81100101,"Αστυπάλαια,η"
6,81100102,"Ανάληψις,η"
6,81100103,"Βαθύ,το"
6,81100104,"Κουνούποι,οι (νησίς)"
6,81100105,"Λιβάδια,τα"
6,81100106,"Οφιδούσσα,η (νησίς)"
6,81100107,"Σύρνα,η(νησίς)"
6,81100201,"Κάλυμνος,η"
6,81100202,"Αργινώντα,τα"
6,81100203,"'Aργος,το"
6,81100204,"Βαθύς,ο"
6,81100205,"Βλυχάδια,τα"
6,81100206,"Βοθύνοι,οι"
6,81100207,"Εμπορειός,ο"
6,81100208,"Καμάριον,το"
6,81100209,"Μυρτέαι,αι"
6,81100210,"Πάνορμος,η"
6,81100211,"Σκαλιά,τα"
6,81100212,"Τέλενδος,η (νησίς)"
6,81100213,"Χωρίον,το"
6,81100214,"Ψέριμος,η (νησίς)"
6,81100301,"Λειψοί,οι"
6,81100401,"Αγία Μαρίνα,η"
6,81100402,"'Aλινδα,τα"
6,81100403,"Γούρνα,η"
6,81100404,"Δρυμών,ο"
6,81100405,"Καμάρα,η"
6,81100406,"Κίναρος,η (νησίς)"
6,81100407,"Κόκκαλη,η"
6,81100408,"Λακκίον,το"
6,81100409,"Λέβιθα,τα (νησίs)"
6,81100410,"Ξηρόκαμπος,ο"
6,81100411,"Παρθένιον,το"
6,81100412,"Τεμένια,τα"
6,81100413,"Φαρμακονήσιον,το (νησίς)"
6,81100501,"Πάτμος,η"
6,81100502,"Αρκοί,οι (νησίς)"
6,81100503,"Γρίγος,ο"
6,81100504,"Κάμπος,ο"
6,81100505,"Μάραθος,η (νησίς)"
6,81100506,"Σκάλα,η"
6,81110101,"Μεγάλο Χωριό,το"
6,81110102,"Μικρό Χωριό,το"
6,81200101,"Κάρπαθος,η"
6,81200201,"Φρύ,το"
6,81200202,"Αγία Μαρίνα,η"
6,81200203,"Αρβανιτοχώριον,το"
6,81200204,"Αρμάθια,τα (νησίς)"
6,81200205,"Παναγία,η"
6,81200206,"Πόλιον,το"
6,81210101,"Απέριον,το"
6,81210102,"Κατώδιο,το"
6,81210103,"Κυρά Παναγιά,η"
6,81210104,"Μυρτώνας,ο"
6,81210201,"Αρκάσα,η"
6,81210202,"Φοινίκιον,το"
6,81210301,"Βωλάδα,η"
6,81210302,"Λάστος,η"
6,81210401,"Μενεταί,αι"
6,81210402,"'Aγιος Ιωάννης Αφιάρτη,ο"
6,81210403,"Κήπος Αφιάρτη,ο"
6,81210404,"Λακκί,το"
6,81210501,"Μεσοχώριον,το"
6,81210502,"Κάτω Λευκός,ο"
6,81210503,"Λευκός,ο"
6,81210601,"Όθος,το"
6,81210602,"Στες,οι"
6,81210701,"Όλυμπος,ο"
6,81210702,"Αυλώνα,η"
6,81210703,"Διαφάνιον,το"
6,81210704,"Σαριά,η (νησίς)"
6,81210705,"Τρίστομον,το"
6,81210801,"Πυλαί,αι"
6,81210901,"Σπόα,τα"
6,81210902,"'Aγιος Νικόλαος,ο"
6,81300101,"Κως,η"
6,81300201,"Μανδράκιον,το"
6,81300202,"Γυαλί,το (νησίς)"
6,81300203,"Κανδελιούσσα,η (νησίς, φάρος)"
6,81300204,"Λουτρά,τα"
6,81310101,"Αντιμάχεια,η"
6,81310102,"Μαστιχάριον,το"
6,81310201,"Ζηπάριον,το"
6,81310202,"'Aγιος Δημήτριος,ο"
6,81310203,"Ασφενδιού,το"
6,81310204,"Λαγούδι-Ζια,το"
6,81310205,"Λινοπότης,ο"
6,81310206,"Τιγκάκιον,το"
6,81310301,"Εμπορειός,ο"
6,81310302,"Πάλοι,οι"
6,81310401,"Καρδάμαινα,η"
6,81310501,"Κέφαλος,η"
6,81310502,"Καμάριον,το"
6,81310503,"Κάμπος,ο"
6,81310504,"Όνια,η"
6,81310601,"Νικιά,τα"
6,81310602,"Αυλάκιον,το"
6,81310701,"Πυλίον,το"
6,81310702,"Μαρμάρι,το"
6,81400101,"Ιαλυσός,ο"
6,81400201,"Τήλος,η (τ.Μεγάλον Χωρίον,το)"
6,81400202,"'Aγιος Αντώνιος,ο"
6,81400301,"Μεγίστη,η"
6,81400302,"Ρω,η (νησίς)"
6,81400303,"Στρογγυλή,η (νησίς)"
6,81400401,"Ρόδος,η"
6,81400402,"Κρητικά,τα"
6,81400403,"Σγουρού,τα"
6,81400501,"Σύμη,η"
6,81400502,"Εμπορειός,ο"
6,81400503,"Μαραθούντα,η"
6,81400504,"Νίμος,η (νησίς)"
6,81400505,"Πανορμίτης,ο"
6,81400506,"Πέδιον,το"
6,81400507,"Σεσκλίον,το (νησίς)"
6,81400601,"Χάλκη,η"
6,81400602,"Αλιμιά,η (νησίς)"
6,81400603,"Χωρίον,το"
6,81400701,"Αρχάγγελος,ο"
6,81400702,"Μοναστήριον η Τσαμπίκα,το"
6,81400801,"Αφάντου,τα"
6,81400802,"Κολύμπια,τα"
6,81410101,"'Aγιος Ισίδωρος,ο"
6,81410201,"Απολακκιά,η"
6,81410301,"Απόλλωνα,τα"
6,81410401,"Αρνίθα,η"
6,81410601,"Αρχίπολις,η"
6,81410701,"Ασκληπιείον,το"
6,81410702,"Κιοτάρι,το"
6,81410901,"Βάτιον,το"
6,81411001,"Γεννάδιον,το"
6,81411101,"Δαματρία,η"
6,81411102,"Κάτω Καλαμών,ο"
6,81411201,"Διμυλιά,η"
6,81411202,"Ελεούσα,η"
6,81411301,"Έμπωνας,ο"
6,81411302,"Μανδρικόν,το"
6,81411401,"Θεολόγος,ο"
6,81411402,"Επάνω Καλαμών,ο"
6,81411501,"Ίστριος,η"
6,81411601,"Καλαβάρδα,τα"
6,81411701,"Κάλαθος,η"
6,81411801,"Καλυθιαί,αι"
6,81411802,"Φαληράκιον,το"
6,81411901,"Κατταβία,η"
6,81411902,"'Aγιος Παύλος,ο"
6,81411903,"Πρασονήσιον,το (Φάρος)"
6,81412001,"Κοσκινού,τα"
6,81412002,"Αμμούδες,οι"
6,81412003,"Βρυσιά,τα"
6,81412004,"Τσαϊρι,το"
6,81412101,"Κρεμαστή,η"
6,81412102,"Αερολιμήν,ο"
6,81412201,"Κρητηνία,η"
6,81412202,"Κάμειρος Σκάλα,η"
6,81412301,"Λάερμα,τα"
6,81412401,"Λάρδος,η"
6,81412501,"Λαχανιά,η"
6,81412601,"Λιβάδια,τα"
6,81412701,"Λίνδος,η"
6,81412702,"Πεύκοι,οι"
6,81412801,"Μαλών,ο"
6,81412802,"Χαράκιον,το"
6,81412901,"Μαριτσά,τα"
6,81413001,"Μάσαρη,τα"
6,81413101,"Μεσαναγρός,ο"
6,81413201,"Μονόλιθος,ο"
6,81413301,"Παραδείσιον,το"
6,81413302,"Βαγιές,οι"
6,81413401,"Παστίδα,η"
6,81413501,"Πλατάνια,τα"
6,81413502,"Αγία Ελεούσα,η"
6,81413601,"Προφίλια,η"
6,81413701,"Πυλών,ο"
6,81413801,"Σάλακος,η"
6,81413802,"Καπίον,το"
6,81413803,"Προφήτης Ηλίας,ο"
6,81413901,"Σιάνα,τα"
6,81413902,"Λακκίον,το"
6,81414001,"Σορωνή,η"
6,81414101,"Φάναι,αι"
6,81414201,"Ψίνθος,η"
6,82100101,"'Aνδρος,η"
6,82100102,"Βραχνός,ο"
6,82100103,"Λιβάδια,τα"
6,82100104,"Μέσα Χωρίον,το"
6,82110101,"Αμόλοχος,ο"
6,82110201,"'Aνω Γαύριον,το"
6,82110202,"Κουμάριον,το"
6,82110203,"Σχόλη,η"
6,82110301,"Αποίκια,τα"
6,82110302,"Κατακαλαίοι,οι"
6,82110303,"Μονή Αγίου Νικολάου,η"
6,82110401,"'Aνω Απρόβατον,το"
6,82110402,"Αλικάνδρον,το"
6,82110403,"Καλαμάκιον,το"
6,82110404,"Κάτω Απρόβατον,το"
6,82110405,"Κούτσιον,το"
6,82110501,"Αρνάς,ο"
6,82110502,"Ατένη,τα"
6,82110503,"Ρεύματα,τα"
6,82110601,"Βιτάλιον,το"
6,82110602,"'Aγιος Συμεών,ο"
6,82110701,"Βουρκωτή,η"
6,82110801,"Γαύριον,το"
6,82110802,"'Aγιος Πέτρος,ο"
6,82110803,"Γίδες,αι"
6,82110804,"Κάτω 'Aγιος Πέτρος,ο"
6,82110805,"Κυπρί,το"
6,82110901,"Καππαριά,η"
6,82110902,"Μωρακαίοι,οι"
6,82110903,"Πέρα Χωριό,το"
6,82111001,"Κατάκοιλος,η"
6,82111002,"Ατένη,η"
6,82111003,"Κάτω Κατάκοιλος,η"
6,82111101,"Κόρθιον,το"
6,82111102,"Αηδόνια,τα"
6,82111103,"Αϊπάτια,τα"
6,82111104,"Αμονακλιός,ο"
6,82111105,"Μουσιώνας,ο"
6,82111106,"Πίσω Μεριά,η"
6,82111201,"Κόχυλος,ο"
6,82111301,"Λάμυρα,τα"
6,82111302,"Μεσαθούριον,το"
6,82111303,"Στραπουριαί,αι"
6,82111304,"Υψηλά,τα"
6,82111401,"Μακροτάνταλον,το"
6,82111402,"'Aγιος Ιωάννης,ο"
6,82111403,"Βαρίδιον,το"
6,82111404,"Καλυβάριον,το"
6,82111405,"Μερμηγκιές,οι"
6,82111406,"Παλαιστό,το"
6,82111407,"Χάρται,οι"
6,82111501,"Μεσαριά,η"
6,82111502,"Αλαδινόν,το"
6,82111503,"Αλάδον,το"
6,82111504,"Ζαγανιάρης,ο"
6,82111505,"Κουμανή,η"
6,82111506,"Κουρέλιον,το"
6,82111507,"Μένητες,οι"
6,82111508,"Μονή Παναχράντου,η"
6,82111509,"Ορεινόν,το"
6,82111510,"Φάλλικα,τα"
6,82111601,"Μπατσίον,το"
6,82111602,"Δαμασκηνός,ο"
6,82111603,"Μονή Ζωοδόχου Πηγής,η"
6,82111604,"Στιβάριον,το"
6,82111701,"Όρμος,ο"
6,82111702,"Αγία Μαρίνα,η"
6,82111703,"Αλαμαννιά,η"
6,82111704,"Ρογόν,το"
6,82111705,"Χώναι,αι"
6,82111801,"Παλαιόκαστρον,το"
6,82111802,"Έξω Βουνίον,το"
6,82111803,"Επισκοπειόν,το"
6,82111804,"Μέσα Βουνίον,το"
6,82111805,"Σταυρός,ο"
6,82111901,"Παλαιόπολις,η"
6,82111902,"Αγία Ελεούσα,η"
6,82111903,"Κόλυμπος,ο"
6,82112001,"Πιτροφός,ο"
